bias,error-frac,errors,expressed-tpms,log-tpm-rho,median-percent-error,noise_perc,paired_end,quant_method,read_depth,read_length,sensitivity,specificity,stranded
True,0.85269,True,10556,0.88383,-5.76410,10,False,Sailfish,30,75,0.98958,0.43080,True
True,0.72725,True,10559,0.99104,-8.53749,0,False,Sailfish,30,100,0.96894,0.95551,True
True,0.84878,True,10534,0.89488,-3.82156,10,False,Sailfish,30,100,0.98766,0.43580,True
True,0.73729,True,10487,0.97628,-4.18107,0,True,Cufflinks,10,50,0.92038,0.97124,False
True,0.77855,True,10508,0.92664,-0.10742,10,True,Cufflinks,10,50,0.95622,0.69806,False
True,0.70938,True,10481,0.97408,-3.43261,0,True,Cufflinks,10,75,0.90478,0.97457,False
True,0.77873,True,10530,0.92483,-0.65554,10,True,Cufflinks,10,75,0.94236,0.71399,False
True,0.74613,True,10474,0.97379,-3.91555,0,True,Cufflinks,10,100,0.88304,0.97769,False
True,0.78527,True,10483,0.92846,-0.62704,10,True,Cufflinks,10,100,0.93342,0.73028,False
True,0.80414,True,10487,0.98110,-12.38217,0,True,Salmon,10,50,0.92791,0.96055,False
True,0.89237,True,10508,0.85883,-4.84348,10,True,Salmon,10,50,0.97992,0.43791,False
True,0.80469,True,10481,0.97655,-12.49471,0,True,Salmon,10,75,0.91528,0.96549,False
True,0.88718,True,10530,0.86479,-5.04107,10,True,Salmon,10,75,0.97341,0.45097,False
True,0.82452,True,10474,0.97368,-13.04180,0,True,Salmon,10,100,0.89584,0.96691,False
True,0.88467,True,10483,0.87422,-6.78659,10,True,Salmon,10,100,0.96690,0.47873,False
True,0.80700,True,10487,0.98339,-17.08475,0,True,RSEM,10,50,0.92743,0.93682,False
True,0.85221,True,10508,0.91405,-10.44963,10,True,RSEM,10,50,0.97126,0.53488,False
True,0.79992,True,10481,0.97953,-8.74611,0,True,RSEM,10,75,0.91508,0.92628,False
True,0.83514,True,10530,0.91827,-4.65802,10,True,RSEM,10,75,0.96059,0.56621,False
True,0.81010,True,10474,0.97671,-11.64085,0,True,RSEM,10,100,0.88810,0.94064,False
True,0.82505,True,10483,0.92625,-5.10337,10,True,RSEM,10,100,0.94687,0.60601,False
True,0.73710,True,10487,0.98837,-8.61432,0,True,Kallisto,10,50,0.92848,0.96857,False
True,0.88371,True,10508,0.86092,-6.19429,10,True,Kallisto,10,50,0.97982,0.44327,False
True,0.73791,True,10481,0.98606,-7.94689,0,True,Kallisto,10,75,0.91413,0.97436,False
True,0.86971,True,10530,0.86765,-5.82232,10,True,Kallisto,10,75,0.97341,0.45323,False
True,0.76179,True,10474,0.98370,-8.37879,0,True,Kallisto,10,100,0.89488,0.97662,False
True,0.87256,True,10483,0.87674,-7.39930,10,True,Kallisto,10,100,0.96709,0.48162,False
True,0.78697,True,10487,0.97973,-12.69170,0,True,Express,10,50,0.90665,0.90068,False
True,0.83327,True,10508,0.90998,-6.26541,10,True,Express,10,50,0.96355,0.52695,False
True,0.81080,True,10481,0.97509,-12.42767,0,True,Express,10,75,0.90135,0.90224,False
True,0.83210,True,10530,0.90987,-6.56523,10,True,Express,10,75,0.95356,0.54312,False
True,0.78871,True,10474,0.97340,-11.80672,0,True,Express,10,100,0.87903,0.90221,False
True,0.83612,True,10483,0.91536,-7.46281,10,True,Express,10,100,0.94238,0.57363,False
True,0.82931,True,10487,0.98761,-21.02609,0,True,Sailfish,10,50,0.92705,0.96964,False
True,0.92139,True,10508,0.86119,-19.67314,10,True,Sailfish,10,50,0.97906,0.44852,False
True,0.78695,True,10481,0.98535,-15.06099,0,True,Sailfish,10,75,0.91403,0.97350,False
True,0.90722,True,10530,0.86711,-15.43802,10,True,Sailfish,10,75,0.97312,0.45742,False
True,0.83111,True,10474,0.98298,-20.40812,0,True,Sailfish,10,100,0.89460,0.97662,False
True,0.91233,True,10483,0.87634,-18.33184,10,True,Sailfish,10,100,0.96623,0.48782,False
True,0.73416,True,10514,0.97467,-3.18593,0,True,Cufflinks,10,50,0.91754,0.97673,True
True,0.76861,True,10493,0.93342,-1.47037,10,True,Cufflinks,10,50,0.95730,0.72443,True
True,0.73966,True,10513,0.97533,-2.04352,0,True,Cufflinks,10,75,0.90726,0.97963,True
True,0.79989,True,10534,0.92035,-0.15546,10,True,Cufflinks,10,75,0.94105,0.73407,True
True,0.76985,True,10628,0.97082,-3.78072,0,True,Cufflinks,10,100,0.88822,0.98307,True
True,0.79476,True,10568,0.92536,-0.94189,10,True,Cufflinks,10,100,0.93121,0.74798,True
True,0.77630,True,10514,0.97935,-8.69943,0,True,Salmon,10,50,0.92714,0.96258,True
True,0.88002,True,10493,0.87200,-6.03347,10,True,Salmon,10,50,0.98027,0.45454,True
True,0.81518,True,10513,0.97852,-13.99702,0,True,Salmon,10,75,0.91677,0.96945,True
True,0.88618,True,10534,0.86535,-6.70724,10,True,Salmon,10,75,0.97380,0.45686,True
True,0.81201,True,10628,0.97597,-12.55177,0,True,Salmon,10,100,0.90026,0.97069,True
True,0.88389,True,10568,0.87749,-6.10378,10,True,Salmon,10,100,0.96915,0.48010,True
True,0.78400,True,10514,0.98345,-11.35746,0,True,RSEM,10,50,0.92125,0.96655,True
True,0.82474,True,10493,0.92493,-6.73985,10,True,RSEM,10,50,0.97322,0.56536,True
True,0.79977,True,10513,0.98124,-15.28884,0,True,RSEM,10,75,0.91192,0.96913,True
True,0.81849,True,10534,0.92056,-4.32047,10,True,RSEM,10,75,0.96108,0.59052,True
True,0.80203,True,10628,0.97779,-11.55241,0,True,RSEM,10,100,0.89104,0.96776,True
True,0.82702,True,10568,0.92753,-6.23691,10,True,RSEM,10,100,0.94862,0.63097,True
True,0.71657,True,10514,0.98777,-5.14631,0,True,Kallisto,10,50,0.92667,0.96805,True
True,0.86925,True,10493,0.87463,-6.61474,10,True,Kallisto,10,50,0.97989,0.45550,True
True,0.74869,True,10513,0.98666,-10.86798,0,True,Kallisto,10,75,0.91686,0.97459,True
True,0.88058,True,10534,0.86788,-7.60847,10,True,Kallisto,10,75,0.97399,0.45847,True
True,0.74454,True,10628,0.98442,-8.72889,0,True,Kallisto,10,100,0.89942,0.97558,True
True,0.87178,True,10568,0.87929,-7.22134,10,True,Kallisto,10,100,0.96915,0.48204,True
True,0.75984,True,10514,0.98191,-9.54899,0,True,Express,10,50,0.90651,0.94103,True
True,0.81721,True,10493,0.92243,-6.38962,10,True,Express,10,50,0.96512,0.55499,True
True,0.80405,True,10513,0.97841,-12.89944,0,True,Express,10,75,0.90184,0.94125,True
True,0.86045,True,10534,0.90180,-4.27927,10,True,Express,10,75,0.95586,0.57151,True
True,0.84371,True,10628,0.97164,-16.42830,0,True,Express,10,100,0.88361,0.93802,True
True,0.84992,True,10568,0.91176,-4.40458,10,True,Express,10,100,0.94701,0.59118,True
True,0.77601,True,10514,0.98724,-14.82453,0,True,Sailfish,10,50,0.92591,0.96816,True
True,0.90575,True,10493,0.87517,-15.73190,10,True,Sailfish,10,50,0.97989,0.46042,True
True,0.83554,True,10513,0.98602,-22.28484,0,True,Sailfish,10,75,0.91696,0.97481,True
True,0.92330,True,10534,0.86770,-22.19204,10,True,Sailfish,10,75,0.97257,0.46556,True
True,0.80693,True,10628,0.98395,-17.67668,0,True,Sailfish,10,100,0.89970,0.97504,True
True,0.90755,True,10568,0.87924,-17.60130,10,True,Sailfish,10,100,0.96887,0.48711,True
True,0.65809,True,10567,0.97868,-1.76523,0,True,Cufflinks,50,50,0.97028,0.95967,False
True,0.74251,True,10416,0.93593,-2.03930,10,True,Cufflinks,50,50,0.98329,0.66271,False
True,0.69468,True,10592,0.98044,-0.43669,0,True,Cufflinks,50,75,0.96195,0.96259,False
True,0.75067,True,10504,0.93594,0.13597,10,True,Cufflinks,50,75,0.97772,0.67045,False
True,0.68373,True,10488,0.98053,-1.18209,0,True,Cufflinks,50,100,0.95385,0.96322,False
True,0.75521,True,10503,0.92676,-0.91111,10,True,Cufflinks,50,100,0.97410,0.66931,False
True,0.77562,True,10567,0.98790,-12.39435,0,True,Salmon,50,50,0.97558,0.95051,False
True,0.88950,True,10416,0.86600,-6.84265,10,True,Salmon,50,50,0.99213,0.42281,False
True,0.76586,True,10592,0.98798,-11.17825,0,True,Salmon,50,75,0.96847,0.95556,False
True,0.88090,True,10504,0.87759,-7.69631,10,True,Salmon,50,75,0.99010,0.42605,False
True,0.77393,True,10488,0.98554,-10.54628,0,True,Salmon,50,100,0.96014,0.96162,False
True,0.88879,True,10503,0.87365,-7.98640,10,True,Salmon,50,100,0.99010,0.43125,False
True,0.81679,True,10567,0.98826,-21.56237,0,True,RSEM,50,50,0.97076,0.93153,False
True,0.84725,True,10416,0.91924,-11.29379,10,True,RSEM,50,50,0.98934,0.50812,False
True,0.76511,True,10592,0.98660,-9.18291,0,True,RSEM,50,75,0.96818,0.91340,False
True,0.81160,True,10504,0.92674,-3.35835,10,True,RSEM,50,75,0.98648,0.52479,False
True,0.77679,True,10488,0.98584,-6.41090,0,True,RSEM,50,100,0.95833,0.93018,False
True,0.81034,True,10503,0.92881,-3.63448,10,True,RSEM,50,100,0.98353,0.54551,False
True,0.70701,True,10567,0.99272,-9.29670,0,True,Kallisto,50,50,0.97596,0.95978,False
True,0.88556,True,10416,0.86770,-8.01196,10,True,Kallisto,50,50,0.99203,0.42653,False
True,0.69496,True,10592,0.99263,-7.99352,0,True,Kallisto,50,75,0.96875,0.96594,False
True,0.87024,True,10504,0.87948,-7.56385,10,True,Kallisto,50,75,0.99000,0.42615,False
True,0.70347,True,10488,0.99139,-6.95031,0,True,Kallisto,50,100,0.96081,0.96814,False
True,0.87842,True,10503,0.87508,-7.80897,10,True,Kallisto,50,100,0.99000,0.43039,False
True,0.71288,True,10567,0.99001,-9.49540,0,True,Express,50,50,0.95448,0.87697,False
True,0.82517,True,10416,0.91813,-5.39895,10,True,Express,50,50,0.98291,0.48902,False
True,0.71705,True,10592,0.98813,-8.54101,0,True,Express,50,75,0.95213,0.85523,False
True,0.81369,True,10504,0.92294,-5.68376,10,True,Express,50,75,0.98039,0.50220,False
True,0.72130,True,10488,0.98600,-8.67455,0,True,Express,50,100,0.93860,0.85983,False
True,0.82072,True,10503,0.92411,-5.95710,10,True,Express,50,100,0.97648,0.50803,False
True,0.86183,True,10567,0.99215,-26.92347,0,True,Sailfish,50,50,0.97199,0.96280,False
True,0.92665,True,10416,0.86741,-22.92671,10,True,Sailfish,50,50,0.99002,0.43629,False
True,0.81647,True,10592,0.99206,-22.12754,0,True,Sailfish,50,75,0.96648,0.96724,False
True,0.91537,True,10504,0.87876,-19.60698,10,True,Sailfish,50,75,0.98905,0.43429,False
True,0.78709,True,10488,0.99075,-16.86158,0,True,Sailfish,50,100,0.95871,0.96835,False
True,0.92345,True,10503,0.87466,-23.19033,10,True,Sailfish,50,100,0.98896,0.44121,False
True,0.69903,True,10579,0.97923,0.22109,0,True,Cufflinks,50,50,0.96682,0.96394,True
True,0.72833,True,10601,0.93210,-0.56916,10,True,Cufflinks,50,50,0.97915,0.68680,True
True,0.68559,True,10588,0.98164,-2.22919,0,True,Cufflinks,50,75,0.96080,0.96671,True
True,0.81499,True,10486,0.92285,2.82574,10,True,Cufflinks,50,75,0.97892,0.69460,True
True,0.71321,True,10534,0.98081,-1.56766,0,True,Cufflinks,50,100,0.95538,0.96830,True
True,0.71898,True,10437,0.93076,-0.35509,10,True,Cufflinks,50,100,0.97672,0.68886,True
True,0.71150,True,10579,0.98870,-8.93303,0,True,Salmon,50,50,0.97438,0.94990,True
True,0.88473,True,10601,0.86751,-7.80709,10,True,Salmon,50,50,0.99076,0.42955,True
True,0.72393,True,10588,0.98868,-9.00700,0,True,Salmon,50,75,0.96609,0.95872,True
True,0.86830,True,10486,0.87615,-5.48193,10,True,Salmon,50,75,0.99075,0.42565,True
True,0.73932,True,10534,0.98723,-9.21772,0,True,Salmon,50,100,0.96260,0.96186,True
True,0.88148,True,10437,0.87734,-9.36906,10,True,Salmon,50,100,0.98994,0.43333,True
True,0.77815,True,10579,0.98815,-17.50133,0,True,RSEM,50,50,0.96928,0.95886,True
True,0.81068,True,10601,0.92304,-6.59409,10,True,RSEM,50,50,0.98764,0.53290,True
True,0.74084,True,10588,0.98875,-9.60081,0,True,RSEM,50,75,0.96147,0.95774,True
True,0.80345,True,10486,0.92719,-4.63894,10,True,RSEM,50,75,0.98646,0.54987,True
True,0.75365,True,10534,0.98757,-9.25512,0,True,RSEM,50,100,0.95633,0.96121,True
True,0.79601,True,10437,0.93339,-3.24761,10,True,RSEM,50,100,0.98457,0.56763,True
True,0.65999,True,10579,0.99272,-7.09344,0,True,Kallisto,50,50,0.97457,0.95465,True
True,0.87596,True,10601,0.86938,-8.48080,10,True,Kallisto,50,50,0.99085,0.42987,True
True,0.66075,True,10588,0.99358,-6.80656,0,True,Kallisto,50,75,0.96638,0.96239,True
True,0.85991,True,10486,0.87715,-5.69418,10,True,Kallisto,50,75,0.99056,0.42565,True
True,0.67439,True,10534,0.99226,-7.07803,0,True,Kallisto,50,100,0.96326,0.96605,True
True,0.87199,True,10437,0.87866,-9.58573,10,True,Kallisto,50,100,0.99042,0.43205,True
True,0.69931,True,10579,0.98954,-8.54238,0,True,Express,50,50,0.95122,0.92809,True
True,0.80766,True,10601,0.92131,-3.32397,10,True,Express,50,50,0.98208,0.52208,True
True,0.69909,True,10588,0.98999,-8.83614,0,True,Express,50,75,0.94305,0.92370,True
True,0.81213,True,10486,0.92184,-4.16536,10,True,Express,50,75,0.97807,0.52154,True
True,0.71511,True,10534,0.98936,-10.17546,0,True,Express,50,100,0.94038,0.91780,True
True,0.80109,True,10437,0.92716,-4.59978,10,True,Express,50,100,0.97796,0.53073,True
True,0.81539,True,10579,0.99222,-21.36492,0,True,Sailfish,50,50,0.97051,0.95854,True
True,0.91529,True,10601,0.86957,-19.62729,10,True,Sailfish,50,50,0.98962,0.43842,True
True,0.76709,True,10588,0.99327,-17.63004,0,True,Sailfish,50,75,0.96430,0.96390,True
True,0.91865,True,10486,0.87684,-19.51462,10,True,Sailfish,50,75,0.98951,0.43271,True
True,0.77891,True,10534,0.99181,-18.19161,0,True,Sailfish,50,100,0.96136,0.96820,True
True,0.93705,True,10437,0.87833,-29.01759,10,True,Sailfish,50,100,0.98831,0.44672,True
True,0.66402,True,10471,0.97866,-1.25471,0,True,Cufflinks,30,50,0.96419,0.96382,False
True,0.75123,True,10544,0.92623,-0.37000,10,True,Cufflinks,30,50,0.97553,0.67334,False
True,0.73566,True,10547,0.97669,-0.61289,0,True,Cufflinks,30,75,0.94757,0.96600,False
True,0.74976,True,10554,0.93081,-1.48549,10,True,Cufflinks,30,75,0.97053,0.68214,False
True,0.68487,True,10475,0.98147,-1.13356,0,True,Cufflinks,30,100,0.94282,0.96498,False
True,0.75260,True,10481,0.93514,0.64562,10,True,Cufflinks,30,100,0.96384,0.69135,False
True,0.77080,True,10471,0.98463,-10.56517,0,True,Salmon,30,50,0.97039,0.95229,False
True,0.89444,True,10544,0.86288,-6.98207,10,True,Salmon,30,50,0.99080,0.42541,False
True,0.78771,True,10547,0.98471,-12.76520,0,True,Salmon,30,75,0.95506,0.95911,False
True,0.87597,True,10554,0.87605,-5.57344,10,True,Salmon,30,75,0.98759,0.43663,False
True,0.78759,True,10475,0.98204,-11.02935,0,True,Salmon,30,100,0.94797,0.96156,False
True,0.87730,True,10481,0.88571,-5.47351,10,True,Salmon,30,100,0.98521,0.45278,False
True,0.77051,True,10471,0.98650,-14.92316,0,True,RSEM,30,50,0.96753,0.93981,False
True,0.86827,True,10544,0.91740,-15.07829,10,True,RSEM,30,50,0.98549,0.51791,False
True,0.80601,True,10547,0.98565,-18.25131,0,True,RSEM,30,75,0.95127,0.91930,False
True,0.82092,True,10554,0.92696,-5.02616,10,True,RSEM,30,75,0.98077,0.53462,False
True,0.78635,True,10475,0.98477,-10.42779,0,True,RSEM,30,100,0.94348,0.93252,False
True,0.81166,True,10481,0.93486,-4.99511,10,True,RSEM,30,100,0.97538,0.57585,False
True,0.69449,True,10471,0.99148,-7.09059,0,True,Kallisto,30,50,0.97030,0.96190,False
True,0.88704,True,10544,0.86530,-8.09090,10,True,Kallisto,30,50,0.99099,0.42519,False
True,0.73566,True,10547,0.99135,-10.66471,0,True,Kallisto,30,75,0.95515,0.96568,False
True,0.86706,True,10554,0.87791,-6.27504,10,True,Kallisto,30,75,0.98768,0.43814,False
True,0.73041,True,10475,0.99038,-7.81923,0,True,Kallisto,30,100,0.94711,0.96808,False
True,0.85784,True,10481,0.88838,-5.61688,10,True,Kallisto,30,100,0.98588,0.45406,False
True,0.71712,True,10471,0.98841,-10.24990,0,True,Express,30,50,0.94709,0.89338,False
True,0.83384,True,10544,0.91476,-5.74889,10,True,Express,30,50,0.97980,0.50264,False
True,0.72532,True,10547,0.98666,-9.74822,0,True,Express,30,75,0.93439,0.86540,False
True,0.81476,True,10554,0.92373,-5.18432,10,True,Express,30,75,0.97432,0.51190,False
True,0.73699,True,10475,0.98413,-10.19492,0,True,Express,30,100,0.92831,0.87124,False
True,0.80966,True,10481,0.92754,-5.71361,10,True,Express,30,100,0.96708,0.53526,False
True,0.80479,True,10471,0.99070,-19.39521,0,True,Sailfish,30,50,0.96887,0.96243,False
True,0.93295,True,10544,0.86515,-24.50397,10,True,Sailfish,30,50,0.98938,0.43573,False
True,0.88433,True,10547,0.99067,-28.94035,0,True,Sailfish,30,75,0.95221,0.96901,False
True,0.90648,True,10554,0.87745,-16.89532,10,True,Sailfish,30,75,0.98692,0.44395,False
True,0.80792,True,10475,0.98971,-19.07174,0,True,Sailfish,30,100,0.94597,0.96818,False
True,0.90278,True,10481,0.88773,-16.78720,10,True,Sailfish,30,100,0.98464,0.45919,False
True,0.67007,True,10475,0.97870,-2.06572,0,True,Cufflinks,30,50,0.95990,0.96893,True
True,0.75305,True,10484,0.93273,-0.40608,10,True,Cufflinks,30,50,0.97711,0.69232,True
True,0.74113,True,10565,0.97809,-1.74328,0,True,Cufflinks,30,75,0.95154,0.97380,True
True,0.73315,True,10504,0.93192,0.13405,10,True,Cufflinks,30,75,0.97239,0.69134,True
True,0.74116,True,10578,0.97717,-1.82566,0,True,Cufflinks,30,100,0.93713,0.97193,True
True,0.75062,True,10526,0.92622,-1.58613,10,True,Cufflinks,30,100,0.96475,0.69737,True
True,0.72668,True,10475,0.98709,-9.35175,0,True,Salmon,30,50,0.96563,0.95697,True
True,0.89603,True,10484,0.86789,-8.97236,10,True,Salmon,30,50,0.98884,0.43721,True
True,0.75438,True,10565,0.98568,-10.23527,0,True,Salmon,30,75,0.95864,0.96507,True
True,0.87319,True,10504,0.87721,-5.75169,10,True,Salmon,30,75,0.98858,0.42819,True
True,0.75893,True,10578,0.98439,-9.38010,0,True,Salmon,30,100,0.94489,0.96286,True
True,0.88305,True,10526,0.87273,-8.25165,10,True,Salmon,30,100,0.98556,0.43757,True
True,0.75876,True,10475,0.98739,-10.00168,0,True,RSEM,30,50,0.96391,0.96274,True
True,0.85378,True,10484,0.92436,-14.58962,10,True,RSEM,30,50,0.98426,0.53970,True
True,0.80928,True,10565,0.98599,-21.33843,0,True,RSEM,30,75,0.95097,0.96518,True
True,0.79798,True,10504,0.92778,-3.06683,10,True,RSEM,30,75,0.98220,0.55114,True
True,0.77103,True,10578,0.98446,-10.00143,0,True,RSEM,30,100,0.93713,0.96006,True
True,0.80629,True,10526,0.93111,-4.71952,10,True,RSEM,30,100,0.97349,0.57531,True
True,0.65556,True,10475,0.99230,-5.71796,0,True,Kallisto,30,50,0.96601,0.96252,True
True,0.88916,True,10484,0.87058,-9.13439,10,True,Kallisto,30,50,0.98913,0.43978,True
True,0.69673,True,10565,0.99135,-8.28476,0,True,Kallisto,30,75,0.95873,0.96831,True
True,0.86567,True,10504,0.87959,-6.63765,10,True,Kallisto,30,75,0.98867,0.42765,True
True,0.70722,True,10578,0.99010,-7.60710,0,True,Kallisto,30,100,0.94517,0.96621,True
True,0.87460,True,10526,0.87349,-8.77256,10,True,Kallisto,30,100,0.98565,0.44026,True
True,0.68563,True,10475,0.99094,-8.40938,0,True,Express,30,50,0.94558,0.93423,True
True,0.81000,True,10484,0.92237,-4.93346,10,True,Express,30,50,0.97825,0.52292,True
True,0.71046,True,10565,0.98752,-9.97320,0,True,Express,30,75,0.93507,0.92540,True
True,0.81121,True,10504,0.92447,-5.26268,10,True,Express,30,75,0.97353,0.52629,True
True,0.72830,True,10578,0.98542,-10.28484,0,True,Express,30,100,0.92267,0.91601,True
True,0.81788,True,10526,0.92471,-7.27156,10,True,Express,30,100,0.96865,0.53827,True
True,0.72200,True,10475,0.99205,-12.81182,0,True,Sailfish,30,50,0.96506,0.96274,True
True,0.93285,True,10484,0.87053,-25.46558,10,True,Sailfish,30,50,0.98760,0.44843,True
True,0.83975,True,10565,0.99100,-23.33723,0,True,Sailfish,30,75,0.95599,0.97003,True
True,0.89680,True,10504,0.87894,-14.85582,10,True,Sailfish,30,75,0.98810,0.43322,True
True,0.80563,True,10578,0.98977,-19.88299,0,True,Sailfish,30,100,0.94385,0.96783,True
True,0.92191,True,10526,0.87320,-21.96159,10,True,Sailfish,30,100,0.98489,0.44627,True
